state,action,reward,sprime,aprime
55,3,56,0,47
47,0,14,1,7
7,1,17,1,7
7,1,3,1,7
7,1,0,1,7
7,1,0,1,7
7,1,1,1,7
7,1,0,1,3
3,1,2,1,3
3,1,0,0,1
1,0,12,0,1
1,0,72,0,1
1,0,99,0,1
1,0,78,0,1
1,0,93,0,1
1,0,40,3,21
21,3,14,3,21
21,3,102,1,21
21,1,72,0,1
1,0,3,0,1
1,0,87,0,1
1,0,93,0,1
1,0,35,1,7
7,1,24,1,7
7,1,28,1,7
7,1,1,1,7
7,1,2,1,7
7,1,2,1,3
3,1,0,1,3
3,1,2,0,1
1,0,21,0,1
1,0,69,0,1
1,0,90,0,1
1,0,93,0,1
1,0,81,0,1
1,0,93,0,1
1,0,93,0,1
1,0,78,0,1
1,0,43,1,7
7,1,22,1,7
7,1,6,1,7
7,1,2,1,7
7,1,1,1,7
7,1,0,2,3
3,2,2,1,3
3,1,0,1,3
3,1,2,1,3
3,1,2,0,1
1,0,12,0,1
1,0,75,0,1
1,0,93,0,1
1,0,81,0,1
1,0,90,0,1
1,0,71,1,5
5,1,39,1,7
7,1,25,2,23
23,2,11,1,7
7,1,0,1,7
7,1,0,1,7
7,1,2,1,7
7,1,1,2,2
2,2,3,1,3
3,1,0,1,3
3,1,10,1,3
3,1,6,1,3
3,1,3,0,1
1,0,12,0,1
1,0,78,0,1
1,0,90,0,1
1,0,78,0,1
1,0,93,0,1
1,0,90,0,1
1,0,81,0,1
1,0,90,0,1
1,0,70,1,7
7,1,22,1,7
7,1,5,1,7
7,1,1,1,7
7,1,1,1,7
7,1,2,1,3
3,1,2,1,3
3,1,0,0,1
1,0,18,0,1
1,0,69,0,1
1,0,93,0,1
1,0,93,0,1
1,0,81,0,1
1,0,71,1,5
5,1,20,2,23
23,2,45,2,23
23,2,1,1,7
7,1,49,2,23
23,2,49,2,23
23,2,1,1,7
7,1,32,3,31
31,3,43,1,7
7,1,38,1,5
5,1,6,1,7
7,1,1,1,7
7,1,1,1,7
7,1,0,2,2
2,2,0,2,2
2,2,3,1,3
3,1,2,1,7
7,1,0,1,3
3,1,2,2,2
2,2,0,2,2
2,2,0,2,2
2,2,3,3,7
7,3,4,1,7
7,1,41,0,1
1,0,18,0,1
1,0,72,0,1
1,0,44,1,7
7,1,23,1,7
7,1,3,1,7
7,1,2,1,7
7,1,2,1,3
3,1,0,1,3
3,1,2,0,1
1,0,21,0,1
1,0,63,0,1
1,0,96,0,1
1,0,93,0,1
1,0,78,0,1
1,0,93,0,1
1,0,93,0,1
1,0,74,1,5
5,1,33,1,7
7,1,3,1,7
7,1,0,1,7
7,1,4,2,2
2,2,2,2,2
2,2,6,2,2
2,2,1,1,7
7,1,2,1,7
7,1,0,1,3
